key,0,1,2,3,4,5,6,7,8,9,10,11
#,UnlockType1,UnlockCriteria1[0],UnlockCriteria1[1],UnlockCriteria1[2],UnlockCriteria1[3],UnlockCriteria1[4],UnlockCriteria1[5],UnlockType2,UnlockCriteria2,UnlockCriteria3,UnlockCriteria4,
int32,byte,Row,Row,Row,Row,Row,Row,uint32,Row,Row,Row,bit&01
0,0,,,,,,,0,,,,False
1,10,,,,,,,0,,,,False
2,5,"表情：破顔",,"手を振る",,,,0,,,,False
3,5,"表情：熟考",,"お辞儀する",,,,0,,,,False
4,5,"表情：空想",,"不満を表す",,,,0,,,,False
5,5,"表情：忍耐",,"不満を表す",,,,0,,,,False
6,5,"東方風お辞儀",,"不満を表す",,,,0,,,,False
7,5,"挨拶する",,"不満を表す",,,,0,,,,False
8,5,"帝国式敬礼",,"不満を表す",,,,0,,,,False
9,5,"ラリホー",,"不満を表す",,,,0,,,,False
10,5,"戦いに備える",,"不満を表す",,,,0,,,,False
11,5,"勝利を喜ぶ",,"不満を表す",,,,0,,,,False
12,5,"「イイ！」",,"不満を表す",,,,0,,,,False
13,5,"心づけ",,"不満を表す",,,,0,,,,False
14,5,"投げる",,"不満を表す",,,,0,,,,False
15,5,"眼鏡を正す",,"不満を表す",,,,0,,,,False
16,5,"静寂を促す",,"不満を表す",,,,0,,,,False
17,5,"ステップダンス",,"不満を表す",,,,0,,,,False
18,5,"豊穣の舞",,"不満を表す",,,,0,,,,False
19,5,"宮廷の舞",,"不満を表す",,,,0,,,,False
20,5,"紳士の舞",,"不満を表す",,,,0,,,,False
21,5,"事件屋の決めポーズ",,"不満を表す",,,,0,,,,False
22,5,"太陽の舞",,"不満を表す",,,,0,,,,False
23,5,"太陽と月の舞",,"不満を表す",,,,0,,,,False
24,5,"モグモグダンス",,"不満を表す",,,,0,,,,False
25,5,"鼻歌",,"不満を表す",,,,0,,,,False
26,5,"事件屋のマンボ",,"不満を表す",,,,0,,,,False
27,5,"格闘訓練",,"不満を表す",,,,0,,,,False
28,5,"抱き合う",,"不満を表す",,,,0,,,,True
29,5,"サベネアンダンス",,"手を振る",,,,0,,,,False
30,5,"ゴールデンダンス",,"手を振る",,,,0,,,,False
31,5,"ビーステップ",,"手を振る",,,,0,,,,False
32,5,"頭痛",,"ひざまずく",,,,0,,,,False
33,5,"怯える",,"見わたす",,,,0,,,,False
34,5,"膝を突く",,"見わたす",,,,0,,,,False
35,5,"主張する",,"喜ぶ",,,,0,,,,False
36,5,"パンを食べる",,"喜ぶ",,,,0,,,,False
37,5,"おにぎりを食べる",,"喜ぶ",,,,0,,,,False
38,5,"本を読む",,"喜ぶ",,,,0,,,,False
39,5,"ハイタッチ",,"喜ぶ",,,,0,,,,False
40,5,"斜め立ち",,"喜ぶ",,,,0,,,,False
